system:index,bio01_temp,bio12_precip,bio15_precip_season,elevation,label,landforms,soil_clay,soil_oc,soil_ph,.geo
10386_0,162.0,1330.0,21.0,160,142,31,18,4,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10387_0,153.0,1334.0,20.0,316,176,34,15,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10389_0,152.0,1306.0,23.0,273,142,31,21,5,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10392_0,167.0,1317.0,15.0,76,190,41,18,5,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10396_0,136.0,1216.0,20.0,650,121,11,19,8,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10399_0,157.0,1264.0,18.0,120,176,21,15,2,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10410_0,152.0,1142.0,26.0,307,141,22,18,5,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10412_0,148.0,1260.0,18.0,250,141,31,15,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10415_0,157.0,1385.0,21.0,255,141,21,20,4,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10417_0,149.0,1141.0,27.0,334,176,21,19,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10421_0,155.0,1136.0,27.0,216,141,41,19,3,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
10422_0,157.0,1069.0,21.0,134,121,41,15,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10423_0,170.0,1269.0,18.0,68,123,34,32,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10426_0,149.0,1170.0,19.0,278,176,31,25,2,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
10430_0,139.0,1223.0,21.0,543,141,21,15,4,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10435_0,157.0,1162.0,26.0,241,141,21,16,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10440_0,162.0,1289.0,20.0,62,5,24,15,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10441_0,148.0,1211.0,18.0,175,141,31,16,4,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10442_0,149.0,1421.0,20.0,414,141,21,19,6,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10446_0,156.0,1168.0,20.0,227,142,21,20,5,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10448_0,147.0,1207.0,18.0,203,141,22,14,4,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10458_0,162.0,1371.0,15.0,146,142,31,16,5,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10460_0,150.0,1152.0,26.0,315,141,12,19,5,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
10462_0,166.0,1252.0,18.0,68,2,24,17,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10463_0,164.0,1364.0,17.0,99,142,34,18,5,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
10468_0,142.0,1175.0,20.0,420,142,21,18,7,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10474_0,164.0,1383.0,17.0,90,123,31,17,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10476_0,141.0,1207.0,21.0,476,141,21,15,6,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10477_0,142.0,1184.0,21.0,347,176,41,19,6,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10479_0,138.0,1130.0,22.0,448,176,32,13,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10484_0,155.0,1465.0,18.0,206,121,32,15,8,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10487_0,140.0,1172.0,20.0,452,141,22,20,8,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10490_0,154.0,1137.0,27.0,252,141,21,17,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10492_0,145.0,1127.0,20.0,204,141,32,19,5,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
10493_0,155.0,1094.0,20.0,207,123,32,14,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10495_0,135.0,1146.0,24.0,420,121,24,19,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10496_0,158.0,1016.0,22.0,149,176,41,15,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10500_0,153.0,1200.0,23.0,332,142,21,20,6,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10501_0,137.0,1217.0,21.0,592,141,32,15,3,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10512_0,138.0,1143.0,24.0,389,176,24,15,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10518_0,162.0,1397.0,17.0,134,142,21,13,7,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10524_0,144.0,1128.0,27.0,308,141,31,15,5,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10525_0,153.0,1274.0,18.0,175,176,31,16,4,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10526_0,138.0,1155.0,21.0,481,176,22,17,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10531_0,139.0,1111.0,18.0,243,122,21,18,6,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10532_0,153.0,1368.0,20.0,270,121,34,15,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10534_0,136.0,1203.0,21.0,619,141,11,17,4,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10537_0,170.0,1269.0,18.0,66,142,24,18,6,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10540_0,137.0,1145.0,25.0,388,141,41,12,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10542_0,152.0,1141.0,26.0,278,176,21,16,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10545_0,142.0,1144.0,20.0,328,176,32,17,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10548_0,135.0,1133.0,17.0,259,141,21,12,2,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10551_0,161.0,1316.0,22.0,166,122,31,18,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10557_0,137.0,1222.0,22.0,576,141,21,13,3,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10569_0,139.0,1227.0,20.0,531,141,21,19,8,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
10570_0,138.0,1143.0,22.0,404,141,31,13,6,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10572_0,155.0,1308.0,19.0,204,176,24,16,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10575_0,153.0,1211.0,18.0,191,176,31,20,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10577_0,143.0,1136.0,26.0,339,176,31,14,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10578_0,155.0,1367.0,22.0,333,142,31,12,6,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10579_0,138.0,1225.0,20.0,596,121,21,18,8,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
10580_0,135.0,1140.0,23.0,418,141,21,11,4,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10584_0,138.0,1154.0,21.0,482,141,21,13,6,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10585_0,157.0,1185.0,21.0,230,176,21,16,2,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10587_0,160.0,1185.0,25.0,191,176,34,17,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10589_0,143.0,1150.0,25.0,355,124,21,25,5,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
10596_0,138.0,1160.0,16.0,164,141,42,18,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10600_0,148.0,1235.0,19.0,337,141,21,19,7,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10609_0,166.0,1251.0,18.0,69,61,34,29,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10611_0,136.0,1114.0,18.0,272,141,21,18,3,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10612_0,133.0,1246.0,21.0,654,141,21,16,6,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10614_0,144.0,1306.0,19.0,327,141,32,15,5,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10615_0,139.0,1131.0,22.0,400,176,31,18,3,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
10621_0,154.0,1130.0,20.0,164,122,31,23,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10622_0,141.0,1189.0,19.0,345,141,21,12,4,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10625_0,140.0,1284.0,19.0,423,176,21,16,3,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10628_0,152.0,1482.0,19.0,276,142,31,17,5,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10629_0,130.0,1253.0,21.0,674,141,22,16,7,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10630_0,142.0,1146.0,20.0,263,176,22,20,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10631_0,157.0,1363.0,21.0,267,121,21,15,4,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10634_0,141.0,1210.0,21.0,342,141,42,17,4,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10635_0,152.0,1307.0,19.0,199,121,21,12,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10639_0,148.0,1265.0,19.0,175,141,32,16,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10642_0,147.0,1219.0,19.0,305,141,32,17,9,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
10643_0,138.0,1146.0,22.0,442,141,31,16,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10649_0,144.0,1286.0,18.0,333,176,21,16,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10650_0,139.0,1214.0,20.0,396,141,32,19,7,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10651_0,157.0,1231.0,24.0,219,142,41,18,5,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10653_0,139.0,1143.0,22.0,507,141,12,19,5,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
10654_0,142.0,1217.0,21.0,495,141,22,18,3,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10659_0,160.0,1291.0,19.0,73,176,34,15,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10661_0,142.0,1159.0,20.0,396,122,21,19,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10664_0,158.0,987.0,26.0,200,176,41,20,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
10668_0,154.0,1422.0,18.0,224,142,22,13,4,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10672_0,150.0,1158.0,26.0,330,176,24,15,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10673_0,137.0,1225.0,20.0,681,141,11,16,7,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
10675_0,161.0,1143.0,23.0,131,1,24,19,3,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
10682_0,153.0,1280.0,18.0,165,141,31,14,3,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10686_0,144.0,1135.0,20.0,276,141,11,18,5,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10687_0,147.0,1154.0,26.0,356,141,21,16,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10690_0,150.0,1256.0,19.0,244,121,21,17,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10692_0,151.0,1430.0,18.0,279,142,21,16,8,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10695_0,141.0,1136.0,20.0,328,141,21,14,4,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10696_0,146.0,1201.0,19.0,274,141,42,21,7,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10700_0,137.0,1140.0,25.0,387,121,22,20,6,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10708_0,141.0,1161.0,21.0,429,176,32,17,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10710_0,156.0,1124.0,19.0,162,176,34,17,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10713_0,159.0,1243.0,19.0,150,142,31,15,4,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10716_0,163.0,1255.0,18.0,92,121,31,16,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10722_0,137.0,1188.0,21.0,535,141,22,15,5,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10724_0,151.0,1314.0,20.0,403,141,21,17,4,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10728_0,158.0,1437.0,18.0,189,141,21,14,5,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10729_0,133.0,1236.0,21.0,708,141,22,15,7,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10730_0,138.0,1132.0,21.0,438,176,31,16,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10731_0,151.0,1147.0,19.0,192,122,21,15,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10736_0,141.0,1156.0,20.0,400,176,21,18,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10741_0,165.0,1273.0,19.0,68,3,24,15,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10742_0,161.0,1146.0,24.0,144,176,34,16,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10747_0,152.0,1205.0,22.0,321,142,21,19,5,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10749_0,160.0,1257.0,18.0,104,176,24,16,2,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10752_0,146.0,1218.0,18.0,208,141,41,16,5,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10753_0,146.0,1203.0,17.0,217,176,24,14,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10756_0,138.0,1180.0,20.0,561,141,22,15,6,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10760_0,142.0,1204.0,20.0,432,141,41,18,7,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10762_0,155.0,1338.0,23.0,353,121,42,16,5,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10763_0,149.0,1299.0,19.0,213,176,34,16,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10764_0,136.0,1253.0,20.0,601,141,21,14,5,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10767_0,149.0,1204.0,19.0,254,141,21,18,5,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10768_0,138.0,1190.0,20.0,562,141,21,15,5,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10769_0,143.0,1120.0,19.0,274,141,41,15,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10775_0,153.0,1381.0,21.0,333,121,21,15,3,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10776_0,168.0,1259.0,19.0,63,1,24,20,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10777_0,153.0,1188.0,22.0,277,176,24,16,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10778_0,133.0,1137.0,25.0,419,176,21,14,4,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10781_0,137.0,1201.0,22.0,548,176,21,12,3,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10783_0,152.0,1139.0,27.0,256,176,31,18,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10785_0,153.0,1191.0,24.0,326,141,11,19,3,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10789_0,157.0,1438.0,18.0,181,152,32,15,7,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10790_0,133.0,1231.0,21.0,686,141,11,17,5,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10796_0,150.0,1264.0,19.0,300,176,21,18,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10801_0,156.0,1156.0,26.0,277,176,24,19,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10804_0,136.0,1132.0,22.0,451,141,21,13,3,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10805_0,159.0,926.0,28.0,200,141,21,16,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10812_0,163.0,1258.0,18.0,84,121,34,16,3,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10817_0,168.0,1296.0,16.0,93,121,24,15,3,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10819_0,138.0,1125.0,21.0,405,122,24,18,3,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10820_0,154.0,1451.0,19.0,212,142,21,18,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10824_0,159.0,1196.0,24.0,172,176,31,15,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10826_0,146.0,1468.0,19.0,552,141,12,21,9,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10827_0,144.0,1206.0,21.0,431,141,31,18,4,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10828_0,136.0,1238.0,20.0,579,141,21,24,8,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10829_0,137.0,1154.0,17.0,268,176,21,16,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10830_0,151.0,1130.0,27.0,295,141,31,17,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10832_0,157.0,1281.0,19.0,112,176,24,17,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10838_0,142.0,1116.0,19.0,252,141,21,14,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10839_0,143.0,1221.0,21.0,431,141,31,16,4,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10843_0,153.0,1181.0,21.0,248,123,21,19,4,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
10848_0,164.0,1160.0,26.0,168,176,34,17,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10849_0,170.0,1267.0,18.0,67,190,41,29,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10853_0,161.0,1246.0,18.0,106,122,21,19,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
10856_0,160.0,1407.0,18.0,179,121,31,13,7,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10858_0,158.0,1111.0,23.0,216,122,24,16,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10863_0,138.0,1115.0,21.0,337,176,41,13,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10864_0,150.0,1285.0,19.0,169,121,41,17,5,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10872_0,146.0,1273.0,19.0,267,141,21,18,6,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10876_0,145.0,1255.0,18.0,246,141,42,14,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10879_0,153.0,1289.0,24.0,504,142,11,21,8,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10880_0,153.0,1371.0,21.0,357,142,21,17,6,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10883_0,156.0,1344.0,22.0,249,142,42,14,3,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10884_0,142.0,1289.0,18.0,388,176,21,14,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10886_0,153.0,1387.0,19.0,191,121,41,21,6,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10888_0,141.0,1164.0,20.0,413,176,41,19,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10890_0,162.0,1339.0,18.0,178,122,41,14,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10891_0,137.0,1157.0,18.0,269,141,31,15,3,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10895_0,152.0,1298.0,19.0,187,141,31,16,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10896_0,147.0,1230.0,18.0,321,141,22,21,6,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10898_0,160.0,1153.0,25.0,169,141,41,17,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10900_0,153.0,1230.0,20.0,222,121,32,18,5,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10903_0,153.0,1265.0,20.0,337,142,21,16,10,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10905_0,151.0,1406.0,18.0,431,141,11,18,9,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10909_0,133.0,1250.0,20.0,596,141,22,20,7,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10910_0,141.0,1115.0,22.0,356,176,21,16,3,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
10911_0,162.0,1147.0,24.0,158,176,34,17,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10912_0,137.0,1183.0,21.0,539,141,21,17,7,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10913_0,146.0,1239.0,19.0,310,141,42,16,7,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10914_0,138.0,1199.0,21.0,629,141,21,14,7,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10917_0,151.0,1174.0,26.0,320,121,31,14,4,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10919_0,138.0,1168.0,21.0,535,141,22,13,5,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10922_0,141.0,1245.0,19.0,349,141,31,13,4,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
10924_0,134.0,1196.0,20.0,567,141,21,17,5,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10927_0,152.0,1303.0,19.0,208,176,24,14,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10928_0,135.0,1145.0,24.0,395,121,21,20,4,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
10932_0,157.0,1156.0,18.0,154,142,21,17,2,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10937_0,165.0,1269.0,18.0,97,123,31,16,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
10941_0,134.0,1230.0,21.0,662,141,22,12,3,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
10948_0,150.0,1471.0,19.0,406,141,11,19,8,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
10952_0,159.0,1110.0,22.0,122,5,34,19,2,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
10959_0,138.0,1164.0,21.0,480,176,32,16,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10961_0,162.0,1154.0,25.0,174,141,22,15,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10963_0,163.0,1261.0,18.0,166,142,21,17,6,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10965_0,157.0,1201.0,19.0,118,123,34,18,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
10966_0,155.0,1262.0,24.0,287,142,31,19,7,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
10967_0,166.0,1251.0,18.0,67,5,34,20,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10968_0,140.0,1178.0,21.0,483,176,22,16,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10969_0,138.0,1183.0,22.0,559,141,12,15,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10970_0,152.0,1342.0,19.0,230,142,31,17,7,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
10972_0,164.0,1344.0,17.0,128,123,31,20,7,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10978_0,163.0,1174.0,26.0,223,121,21,15,2,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
10979_0,157.0,1250.0,24.0,250,142,32,20,5,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
10985_0,160.0,1268.0,18.0,102,176,34,17,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10986_0,140.0,1148.0,22.0,401,176,31,18,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10993_0,160.0,1394.0,17.0,179,176,31,17,3,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
10994_0,157.0,1208.0,20.0,114,176,24,18,3,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10995_0,153.0,1295.0,19.0,145,121,42,14,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
10996_0,138.0,1194.0,21.0,531,176,22,15,4,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
10998_0,164.0,1296.0,22.0,225,142,31,16,5,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
11007_0,138.0,1185.0,21.0,565,141,21,17,6,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
11011_0,137.0,1157.0,25.0,426,141,31,15,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
11012_0,169.0,1265.0,19.0,65,190,24,17,3,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
11013_0,155.0,1170.0,22.0,297,142,22,13,6,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
11017_0,162.0,1222.0,26.0,176,176,34,19,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
11019_0,165.0,1281.0,17.0,108,121,21,11,2,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
11022_0,166.0,1266.0,22.0,133,176,24,16,2,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
11023_0,151.0,1163.0,19.0,202,121,31,22,3,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
11024_0,154.0,1411.0,18.0,197,176,31,14,3,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
11030_0,154.0,1243.0,19.0,208,123,21,17,5,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
11031_0,152.0,1360.0,19.0,251,142,41,15,7,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
11034_0,164.0,1274.0,18.0,146,141,31,15,3,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
11042_0,136.0,1135.0,25.0,364,121,21,15,4,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
11049_0,166.0,1258.0,19.0,63,1,34,20,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
11056_0,139.0,1107.0,19.0,319,141,31,16,5,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
11057_0,136.0,1143.0,24.0,410,122,34,16,3,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
11059_0,160.0,1273.0,18.0,124,141,32,15,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
11060_0,160.0,1319.0,23.0,284,124,24,16,2,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
11063_0,167.0,1271.0,23.0,178,142,31,20,7,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
11064_0,144.0,1176.0,17.0,183,141,31,16,2,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
11068_0,149.0,1215.0,18.0,178,141,21,15,4,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
11069_0,143.0,1226.0,19.0,489,141,21,19,8,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
11074_0,163.0,1283.0,19.0,65,3,24,15,2,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
11077_0,141.0,1108.0,18.0,185,141,31,20,3,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
11079_0,142.0,1203.0,20.0,438,141,41,17,6,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
11082_0,161.0,1358.0,20.0,173,142,31,17,5,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
11083_0,136.0,1141.0,20.0,454,141,21,13,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
11084_0,141.0,1192.0,24.0,428,141,22,14,4,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
